STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,quantile,Quantile,coicop,Classification of individual consumption by purpose (COICOP),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,PT,Portugal,2005,,91,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,PT,Portugal,2010,,70,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,PT,Portugal,2015,,62,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,PT,Portugal,2020,,75,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,RO,Romania,2005,,6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,RO,Romania,2010,,3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,RO,Romania,2015,,4,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,RO,Romania,2020,,3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,RS,Serbia,2015,,11,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,RS,Serbia,2020,,10,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,SE,Sweden,1994,,27.4,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,SE,Sweden,1999,,44.8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,SE,Sweden,2005,,33,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,SE,Sweden,2010,,37,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,SE,Sweden,2015,,26,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,SI,Slovenia,2005,,23,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,SI,Slovenia,2010,,20,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,SI,Slovenia,2015,,23,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,SI,Slovenia,2020,,32,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,SK,Slovakia,2005,,32,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,SK,Slovakia,2010,,16,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,SK,Slovakia,2015,,34,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,SK,Slovakia,2020,,33,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,TR,Türkiye,2005,,27,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,TR,Türkiye,2010,,32,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,TR,Türkiye,2015,,42,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,TR,Türkiye,2020,,42,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,UK,United Kingdom,1988,,141.1,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,UK,United Kingdom,1994,,53.2,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,UK,United Kingdom,1999,,68.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,UK,United Kingdom,2005,,63,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,UK,United Kingdom,2010,,52,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,UK,United Kingdom,2015,,54,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,XK,Kosovo*,2015,,8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,AT,Austria,1994,,56,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,AT,Austria,1999,,85,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,AT,Austria,2005,,87,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,AT,Austria,2010,,88,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,AT,Austria,2015,,82,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,AT,Austria,2020,,85,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,BE,Belgium,1988,,109.5,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,BE,Belgium,1994,,102.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,BE,Belgium,1999,,89.5,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,BE,Belgium,2005,,102,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,BE,Belgium,2010,,101,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,BE,Belgium,2015,,92,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,BE,Belgium,2020,,115,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,BG,Bulgaria,2005,,26,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,BG,Bulgaria,2010,,25,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,BG,Bulgaria,2015,,25,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,BG,Bulgaria,2020,,25,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,CY,Cyprus,2005,,65,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,CY,Cyprus,2010,,64,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,CY,Cyprus,2015,,53,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,CY,Cyprus,2020,,53,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,CZ,Czechia,2005,,100,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,CZ,Czechia,2010,,58,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,CZ,Czechia,2015,,67,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,DE,Germany,1988,,51.9,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,DE,Germany,1994,,69.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,DE,Germany,1999,,44.1,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,DE,Germany,2005,,82,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,DE,Germany,2010,,73,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,DE,Germany,2015,,70,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,DE,Germany,2020,,71,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,DK,Denmark,1994,,64.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,DK,Denmark,1999,,63.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,DK,Denmark,2005,,70,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,DK,Denmark,2010,,74,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,DK,Denmark,2015,,76,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,DK,Denmark,2020,,65,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1994,,67.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1999,,65.9,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2005,,84,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,,88,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,EA12,Euro area - 12 countries (2001-2006),2005,,84,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP12,Miscellaneous goods and services,PM,Per mille,EA12,Euro area - 12 countries (2001-2006),2010,,90,,u,low reliability,,
