,"Québec Cap-and-Trade System",,,,,,,," ","China National Emissions Trading System",,,," ","European Union Emissions Trading System (until 2018)",,,," ","European Union Emissions Trading System (from 2019, download)",,,,," ","United Kingdom Emissions Trading Scheme (download)",,,,,,," ","Korean Emissions Trading System",,,,," ","Washington Cap-and-Invest Program (download)",,,,,,,,," ","California Cap-and-Trade Program (download)",,,,,,,,,," "
2024-09-12,,,,,,,,," ",0.128099405,0.13782215,CNY,99," ",,,,," ",1,1.0759,EUR,65.1,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9700," ",,,,,,,,,," ",,,,,,,,,,," "
2024-09-13,,,,,,,,," ",0.128099405,0.13782215,CNY,98.79," ",,,,," ",1,1.0759,EUR,64.89,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9990," ",,,,,,,,,," ",,,,,,,,,,," "
2024-09-18,,,,,,,,," ",0.128099405,0.13782215,CNY,99.8," ",,,,," ",1,1.0759,EUR,62.8,," ",1.181363461,1.271028947,GBP,39.2,22,191.36,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2024-09-19,,,,,,,,," ",0.128099405,0.13782215,CNY,96.15," ",,,,," ",1,1.0759,EUR,63.56,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9990," ",,,,,,,,,," ",,,,,,,,,,," "
2024-09-20,,,,,,,,," ",0.128099405,0.13782215,CNY,98.44," ",,,,," ",1,1.0759,EUR,63.18,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9990," ",,,,,,,,,," ",,,,,,,,,,," "
2024-09-23,,,,,,,,," ",0.128099405,0.13782215,CNY,100," ",,,,," ",1,1.0759,EUR,64,65.21," ",1.181363461,1.271028947,GBP,,,,37.97," ",0.000673463,0.000724579,KRW,,9960," ",0.92945441,1,USD,,,,,,38.4," ",0.92945441,1,USD,,,,,,,35.62," "
2024-09-24,,,,,,,,," ",0.128099405,0.13782215,CNY,100.27," ",,,,," ",1,1.0759,EUR,63.91,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9800," ",,,,,,,,,," ",,,,,,,,,,," "
2024-09-25,,,,,,,,," ",0.128099405,0.13782215,CNY,97.39," ",,,,," ",1,1.0759,EUR,63.55,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9860," ",,,,,,,,,," ",,,,,,,,,,," "
2024-09-26,,,,,,,,," ",0.128099405,0.13782215,CNY,100.57," ",,,,," ",1,1.0759,EUR,63.88,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,10000," ",,,,,,,,,," ",,,,,,,,,,," "
2024-09-27,,,,,,,,," ",0.128099405,0.13782215,CNY,100.43," ",,,,," ",1,1.0759,EUR,65.45,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9990," ",,,,,,,,,," ",,,,,,,,,,," "
2024-09-30,,,,,,,,," ",0.128099405,0.13782215,CNY,100.07," ",,,,," ",1,1.0759,EUR,65.69,63.32," ",1.181363461,1.271028947,GBP,,,,36.14," ",0.000673463,0.000724579,KRW,,9950," ",0.92945441,1,USD,,,,,,43.9," ",0.92945441,1,USD,,,,,,,36.45," "
2024-10-08,,,,,,,,," ",0.128099405,0.13782215,CNY,101.88," ",,,,," ",1,1.0759,EUR,59.85,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,10100," ",,,,,,,,,," ",,,,,,,,,,," "
2024-10-09,,,,,,,,," ",0.128099405,0.13782215,CNY,102.1," ",,,,," ",1,1.0759,EUR,61.18,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2024-10-10,,,,,,,,," ",0.128099405,0.13782215,CNY,102.64," ",,,,," ",1,1.0759,EUR,63.3,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,10150," ",,,,,,,,,," ",,,,,,,,,,," "
2024-10-11,,,,,,,,," ",0.128099405,0.13782215,CNY,95.99," ",,,,," ",1,1.0759,EUR,63.71,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,10200," ",,,,,,,,,," ",,,,,,,,,,," "
2024-10-14,,,,,,,,," ",0.128099405,0.13782215,CNY,103.95," ",,,,," ",1,1.0759,EUR,65,63.87," ",1.181363461,1.271028947,GBP,,,,38.77," ",0.000673463,0.000724579,KRW,,10300," ",0.92945441,1,USD,,,,,,45.99," ",0.92945441,1,USD,,,,,,,38.3," "
2024-10-15,,,,,,,,," ",0.128099405,0.13782215,CNY,102.31," ",,,,," ",1,1.0759,EUR,64.08,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,10950," ",,,,,,,,,," ",,,,,,,,,,," "
2024-10-16,,,,,,,,," ",0.128099405,0.13782215,CNY,102.94," ",,,,," ",1,1.0759,EUR,64.14,," ",1.181363461,1.271028947,GBP,38.25,22,186.57,," ",0.000673463,0.000724579,KRW,10600,10750," ",,,,,,,,,," ",,,,,,,,,,," "
2024-10-17,,,,,,,,," ",0.128099405,0.13782215,CNY,102.69," ",,,,," ",1,1.0759,EUR,63.1,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,10900," ",,,,,,,,,," ",,,,,,,,,,," "
2024-10-18,,,,,,,,," ",0.128099405,0.13782215,CNY,102.88," ",,,,," ",1,1.0759,EUR,61.9,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,10900," ",,,,,,,,,," ",,,,,,,,,,," "
2024-10-21,,,,,,,,," ",0.128099405,0.13782215,CNY,104.17," ",,,,," ",1,1.0759,EUR,62.3,64.5," ",1.181363461,1.271028947,GBP,,,,39.97," ",0.000673463,0.000724579,KRW,,10950," ",0.92945441,1,USD,,,,,,46.27," ",0.92945441,1,USD,,,,,,,37.41," "
2024-10-22,,,,,,,,," ",0.128099405,0.13782215,CNY,104.33," ",,,,," ",1,1.0759,EUR,61.22,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,10950," ",,,,,,,,,," ",,,,,,,,,,," "
2024-10-23,,,,,,,,," ",0.128099405,0.13782215,CNY,104.3," ",,,,," ",1,1.0759,EUR,63.75,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,10950," ",,,,,,,,,," ",,,,,,,,,,," "
2024-10-24,,,,,,,,," ",0.128099405,0.13782215,CNY,104.1," ",,,,," ",1,1.0759,EUR,64.6,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,11250," ",,,,,,,,,," ",,,,,,,,,,," "
2024-10-25,,,,,,,,," ",0.128099405,0.13782215,CNY,104.33," ",,,,," ",1,1.0759,EUR,66.32,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,11350," ",,,,,,,,,," ",,,,,,,,,,," "
2024-10-28,,,,,,,,," ",0.128099405,0.13782215,CNY,103.71," ",,,,," ",1,1.0759,EUR,64.38,65.52," ",1.181363461,1.271028947,GBP,,,,38.15," ",0.000673463,0.000724579,KRW,,11550," ",0.92945441,1,USD,,,,,,48.51," ",0.92945441,1,USD,,,,,,,37.44," "
2024-10-29,,,,,,,,," ",0.128099405,0.13782215,CNY,103.4," ",,,,," ",1,1.0759,EUR,66.42,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,11950," ",,,,,,,,,," ",,,,,,,,,,," "
2024-10-30,,,,,,,,," ",0.128099405,0.13782215,CNY,104.12," ",,,,," ",,,,,," ",1.181363461,1.271028947,GBP,36.72,22,186.57,," ",0.000673463,0.000724579,KRW,,12500," ",,,,,,,,,," ",,,,,,,,,,," "
2024-10-31,,,,,,,,," ",0.128099405,0.13782215,CNY,104.05," ",,,,," ",1,1.0759,EUR,64.78,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,12550," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-01,,,,,,,,," ",0.128099405,0.13782215,CNY,104.49," ",,,,," ",1,1.0759,EUR,64.46,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,12100," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-04,,,,,,,,," ",0.128099405,0.13782215,CNY,104.91," ",,,,," ",1,1.0759,EUR,64.68,65.47," ",1.181363461,1.271028947,GBP,,,,38.23," ",0.000673463,0.000724579,KRW,,11950," ",0.92945441,1,USD,,,,,,54.66," ",0.92945441,1,USD,,,,,,,37.92," "
2024-11-05,,,,,,,,," ",0.128099405,0.13782215,CNY,104.97," ",,,,," ",1,1.0759,EUR,65.06,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,11900," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-06,,,,,,,,," ",0.128099405,0.13782215,CNY,105.6," ",,,,," ",1,1.0759,EUR,62.94,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,12000," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-07,,,,,,,,," ",0.128099405,0.13782215,CNY,105.4," ",,,,," ",1,1.0759,EUR,65.35,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,12000," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-08,,,,,,,,," ",0.128099405,0.13782215,CNY,105.11," ",,,,," ",1,1.0759,EUR,66.2,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,12050," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-11,,,,,,,,," ",0.128099405,0.13782215,CNY,105.03," ",,,,," ",1,1.0759,EUR,67.6,67.54," ",1.181363461,1.271028947,GBP,,,,38.21," ",0.000673463,0.000724579,KRW,,11950," ",0.92945441,1,USD,,,,,,58.9," ",0.92945441,1,USD,,,,,,,36.26," "
2024-11-12,,,,,,,,," ",0.128099405,0.13782215,CNY,105," ",,,,," ",1,1.0759,EUR,65.92,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,11450," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-13,,,,,,,,," ",0.128099405,0.13782215,CNY,105.66," ",,,,," ",1,1.0759,EUR,65.86,," ",1.181363461,1.271028947,GBP,37.3,22,181.4,," ",0.000673463,0.000724579,KRW,11600,11450," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-14,,,,,,,,," ",0.128099405,0.13782215,CNY,105.1," ",,,,," ",1,1.0759,EUR,67.15,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,11700," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-15,,,,,,,,," ",0.128099405,0.13782215,CNY,104.91," ",,,,," ",1,1.0759,EUR,66.78,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,11750," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-18,,,,,,,,," ",0.128099405,0.13782215,CNY,104.76," ",,,,," ",1,1.0759,EUR,67.7,69.06," ",1.181363461,1.271028947,GBP,,,,37.45," ",0.000673463,0.000724579,KRW,,11650," ",0.92945441,1,USD,,,,,,60.05," ",0.92945441,1,USD,,,,,,,33.66," "
2024-11-19,,,,,,,,," ",0.128099405,0.13782215,CNY,104.82," ",,,,," ",1,1.0759,EUR,69.05,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,11600," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-21,,,,,,,,," ",0.128099405,0.13782215,CNY,104.7," ",,,,," ",1,1.0759,EUR,68.79,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,11400," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-22,,,,,,,,," ",0.128099405,0.13782215,CNY,104.77," ",,,,," ",1,1.0759,EUR,69.71,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,11300," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-25,,,,,,,,," ",0.128099405,0.13782215,CNY,104.29," ",,,,," ",1,1.0759,EUR,69.32,68.72," ",1.181363461,1.271028947,GBP,,,,36.75," ",0.000673463,0.000724579,KRW,,11250," ",0.92945441,1,USD,,,,,,58.65," ",0.92945441,1,USD,,,,,,,33.9," "
2024-11-26,,,,,,,,," ",0.128099405,0.13782215,CNY,103.04," ",,,,," ",1,1.0759,EUR,69.37,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,11000," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-27,,,,,,,,," ",0.128099405,0.13782215,CNY,103.16," ",,,,," ",,,,,," ",1.181363461,1.271028947,GBP,35.5,22,181.4,," ",0.000673463,0.000724579,KRW,,11100," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-28,,,,,,,,," ",0.128099405,0.13782215,CNY,102.26," ",,,,," ",1,1.0759,EUR,67.91,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,10700," ",,,,,,,,,," ",,,,,,,,,,," "
2024-11-29,,,,,,,,," ",0.128099405,0.13782215,CNY,101.31," ",,,,," ",1,1.0759,EUR,67.3,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,11400," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-02,,,,,,,,," ",0.128099405,0.13782215,CNY,99.94," ",,,,," ",1,1.0759,EUR,69.4,68.17," ",1.181363461,1.271028947,GBP,,,,36.26," ",0.000673463,0.000724579,KRW,,11100," ",0.92945441,1,USD,,,,,,57.91," ",0.92945441,1,USD,,,,,,,33.06," "
2024-12-03,,,,,,,,," ",0.128099405,0.13782215,CNY,99.17," ",,,,," ",1,1.0759,EUR,68.12,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,11000," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-04,,,,,,,,," ",0.128099405,0.13782215,CNY,98.93," ",,,,," ",1,1.0759,EUR,67.42,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,11000," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-05,,,,,,,,," ",0.128099405,0.13782215,CNY,99.82," ",,,,," ",1,1.0759,EUR,67.62,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,10700," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-06,,,,,,,,," ",0.128099405,0.13782215,CNY,99.49," ",,,,," ",1,1.0759,EUR,67.25,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,10600," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-09,,,,,,,,," ",0.128099405,0.13782215,CNY,99.79," ",,,,," ",1,1.0759,EUR,67.7,66.74," ",1.181363461,1.271028947,GBP,,,,34.45," ",0.000673463,0.000724579,KRW,,10450," ",0.92945441,1,USD,,,,,,53.09," ",0.92945441,1,USD,,,,,,,33.46," "
2024-12-10,,,,,,,,," ",0.128099405,0.13782215,CNY,99.74," ",,,,," ",1,1.0759,EUR,67,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,10400," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-11,,,,,,,,," ",0.128099405,0.13782215,CNY,99.66," ",,,,," ",1,1.0759,EUR,69.17,," ",1.181363461,1.271028947,GBP,34.55,22,175.85,," ",0.000673463,0.000724579,KRW,10100,10400," ",0.92945441,1,USD,40.26,24.02,56.16,72.15,88.15,," ",,,,,,,,,,," "
2024-12-12,,,,,,,,," ",0.128099405,0.13782215,CNY,99.47," ",,,,," ",1,1.0759,EUR,67.95,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,10100," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-13,,,,,,,,," ",0.128099405,0.13782215,CNY,99.35," ",,,,," ",1,1.0759,EUR,66.07,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,10000," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-16,,,,,,,,," ",0.128099405,0.13782215,CNY,97.3," ",,,,," ",1,1.0759,EUR,63.64,63.32," ",1.181363461,1.271028947,GBP,,,,33.44," ",0.000673463,0.000724579,KRW,,9950," ",0.92945441,1,USD,,,,,,51.63," ",0.92945441,1,USD,,,,,,,34.06," "
2024-12-17,,,,,,,,," ",0.128099405,0.13782215,CNY,95.44," ",,,,," ",,,,,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9850," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-18,,,,,,,,," ",0.128099405,0.13782215,CNY,96.22," ",,,,," ",,,,,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9700," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-19,,,,,,,,," ",0.128099405,0.13782215,CNY,97.73," ",,,,," ",,,,,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9140," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-20,,,,,,,,," ",0.128099405,0.13782215,CNY,98.33," ",,,,," ",,,,,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9970," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-23,,,,,,,,," ",0.128099405,0.13782215,CNY,98.53," ",,,,," ",,,,,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9350," ",0.92945441,1,USD,,,,,,34.82," ",0.92945441,1,USD,,,,,,,33.93," "
2024-12-24,,,,,,,,," ",0.128099405,0.13782215,CNY,97.53," ",,,,," ",,,,,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,8890," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-25,,,,,,,,," ",0.128099405,0.13782215,CNY,97.22," ",,,,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-26,,,,,,,,," ",0.128099405,0.13782215,CNY,97.21," ",,,,," ",,,,,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,8400," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-27,,,,,,,,," ",0.128099405,0.13782215,CNY,96.9," ",,,,," ",,,,,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9200," ",,,,,,,,,," ",,,,,,,,,,," "
2024-12-30,,,,,,,,," ",0.128099405,0.13782215,CNY,97.44," ",,,,," ",1,1.0759,EUR,,75.56," ",1.181363461,1.271028947,GBP,,,,36.49," ",0.000673463,0.000724579,KRW,,9490," ",0.92945441,1,USD,,,,,,55.35," ",0.92945441,1,USD,,,,,,,36.56," "
2024-12-31,,,,,,,,," ",0.128099405,0.13782215,CNY,97.93," ",,,,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-02,,,,,,,,," ",0.128099405,0.13782215,CNY,96," ",,,,," ",,,,,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9280," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-03,,,,,,,,," ",0.128099405,0.13782215,CNY,95," ",,,,," ",,,,,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9150," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-06,,,,,,,,," ",0.128099405,0.13782215,CNY,97," ",,,,," ",,,,,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9300," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-07,,,,,,,,," ",0.128099405,0.13782215,CNY,95," ",,,,," ",1,1.0759,EUR,71.02,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9320," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-08,,,,,,,,," ",0.128099405,0.13782215,CNY,93.35," ",,,,," ",1,1.0759,EUR,71.5,," ",1.181363461,1.271028947,GBP,32.8,22,171.56,," ",0.000673463,0.000724579,KRW,,9340," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-09,,,,,,,,," ",0.128099405,0.13782215,CNY,94," ",,,,," ",1,1.0759,EUR,70.01,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9390," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-10,,,,,,,,," ",0.128099405,0.13782215,CNY,94.01," ",,,,," ",1,1.0759,EUR,70.63,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9390," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-13,,,,,,,,," ",0.128099405,0.13782215,CNY,94," ",,,,," ",1,1.0759,EUR,74.4,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9400," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-14,,,,,,,,," ",0.128099405,0.13782215,CNY,," ",,,,," ",1,1.0759,EUR,74.45,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9390," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-15,,,,,,,,," ",0.128099405,0.13782215,CNY,95," ",,,,," ",,,,,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9440," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-16,,,,,,,,," ",0.128099405,0.13782215,CNY,," ",,,,," ",1,1.0759,EUR,75.7,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9410," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-17,,,,,,,,," ",0.128099405,0.13782215,CNY,94," ",,,,," ",1,1.0759,EUR,77.3,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9390," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-20,,,,,,,,," ",0.128099405,0.13782215,CNY,93.2," ",,,,," ",1,1.0759,EUR,76.4,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9380," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-21,,,,,,,,," ",0.128099405,0.13782215,CNY,92," ",,,,," ",1,1.0759,EUR,77.3,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9400," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-22,,,,,,,,," ",0.128099405,0.13782215,CNY,92," ",,,,," ",1,1.0759,EUR,76.71,," ",1.181363461,1.271028947,GBP,31.2,22,171.56,," ",0.000673463,0.000724579,KRW,,9380," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-23,,,,,,,,," ",0.128099405,0.13782215,CNY,92," ",,,,," ",1,1.0759,EUR,79.06,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9380," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-24,,,,,,,,," ",0.128099405,0.13782215,CNY,93.5," ",,,,," ",1,1.0759,EUR,78.43,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9500," ",,,,,,,,,," ",,,,,,,,,,," "
2025-01-27,,,,,,,,," ",0.128099405,0.13782215,CNY,93.5," ",,,,," ",1,1.0759,EUR,77.7,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-05,,,,,,,,," ",0.128099405,0.13782215,CNY,93.5," ",,,,," ",1,1.0759,EUR,77.87,," ",1.181363461,1.271028947,GBP,44.5,22,166.62,," ",0.000673463,0.000724579,KRW,,9640," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-06,,,,,,,,," ",0.128099405,0.13782215,CNY,93," ",,,,," ",1,1.0759,EUR,79.75,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9630," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-07,,,,,,,,," ",0.128099405,0.13782215,CNY,93," ",,,,," ",1,1.0759,EUR,80.71,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9650," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-10,,,,,,,,," ",0.128099405,0.13782215,CNY,93," ",,,,," ",1,1.0759,EUR,81.27,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9670," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-11,,,,,,,,," ",0.128099405,0.13782215,CNY,93," ",,,,," ",1,1.0759,EUR,80.08,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9690," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-12,,,,,,,,," ",0.128099405,0.13782215,CNY,92.38," ",,,,," ",,,,,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9680," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-13,,,,,,,,," ",0.128099405,0.13782215,CNY,92.5," ",,,,," ",1,1.0759,EUR,76.77,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9670," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-14,,,,,,,,," ",0.128099405,0.13782215,CNY,90.51," ",,,,," ",1,1.0759,EUR,75.84,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9630," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-17,,,,,,,,," ",0.128099405,0.13782215,CNY,90.51," ",,,,," ",1,1.0759,EUR,77.02,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9620," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-18,,,,,,,,," ",0.128099405,0.13782215,CNY,90.87," ",,,,," ",1,1.0759,EUR,74.53,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9600," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-20,,,,,,,,," ",0.128099405,0.13782215,CNY,90.33," ",,,,," ",1,1.0759,EUR,71.21,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9590," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-21,,,,,,,,," ",0.128099405,0.13782215,CNY,89.5," ",,,,," ",1,1.0759,EUR,73.01,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9560," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-24,,,,,,,,," ",0.128099405,0.13782215,CNY,90," ",,,,," ",1,1.0759,EUR,70.8,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9540," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-25,,,,,,,,," ",0.128099405,0.13782215,CNY,91.02," ",,,,," ",1,1.0759,EUR,71.15,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9490," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-26,,,,,,,,," ",0.128099405,0.13782215,CNY,89.42," ",,,,," ",,,,,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9490," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-27,,,,,,,,," ",0.128099405,0.13782215,CNY,89.42," ",,,,," ",1,1.0759,EUR,69.96,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9450," ",,,,,,,,,," ",,,,,,,,,,," "
2025-02-28,,,,,,,,," ",0.128099405,0.13782215,CNY,88.74," ",,,,," ",1,1.0759,EUR,70.65,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9490," ",,,,,,,,,," ",,,,,,,,,,," "
2025-03-03,,,,,,,,," ",0.128099405,0.13782215,CNY,90," ",,,,," ",1,1.0759,EUR,70.31,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2025-03-04,,,,,,,,," ",0.128099405,0.13782215,CNY,88.25," ",,,,," ",1,1.0759,EUR,68.1,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9470," ",,,,,,,,,," ",,,,,,,,,,," "
2025-03-05,,,,,,,,," ",0.128099405,0.13782215,CNY,88," ",,,,," ",1,1.0759,EUR,67.99,," ",1.181363461,1.271028947,GBP,38.03,22,160.15,," ",0.000673463,0.000724579,KRW,,9470," ",0.92945441,1,USD,50,25.85,60.43,77.63,94.85,," ",,,,,,,,,,," "
2025-03-06,,,,,,,,," ",0.128099405,0.13782215,CNY,89.99," ",,,,," ",1,1.0759,EUR,66.58,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9300," ",,,,,,,,,," ",,,,,,,,,,," "
2025-03-07,,,,,,,,," ",0.128099405,0.13782215,CNY,89.99," ",,,,," ",1,1.0759,EUR,67.77,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9230," ",,,,,,,,,," ",,,,,,,,,,," "
2025-03-10,,,,,,,,," ",0.128099405,0.13782215,CNY,87," ",,,,," ",1,1.0759,EUR,68.18,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9180," ",,,,,,,,,," ",,,,,,,,,,," "
2025-03-11,,,,,,,,," ",0.128099405,0.13782215,CNY,85," ",,,,," ",1,1.0759,EUR,67.02,," ",,,,,,,," ",0.000673463,0.000724579,KRW,,9160," ",,,,,,,,,," ",,,,,,,,,,," "
2025-03-12,,,,,,,,," ",0.128099405,0.13782215,CNY,85.35," ",,,,," ",,,,,," ",,,,,,,," ",0.000673463,0.000724579,KRW,9100,9150," ",,,,,,,,,," ",,,,,,,,,,," "
